[2026-08-02T07:29:05.964Z] GET https://docs-assets.developer.apple.com/published/3d1cd2ad10b834153a64d32b7692177c/system.svg → pending (?ms, ?B)
[2026-08-02T07:29:05.964Z] GET https://docs-assets.developer.apple.com/published/36102a182c11ce4e60c34205b85609aa/status.svg → pending (?ms, ?B)
[2026-08-02T07:29:05.964Z] GET https://docs-assets.developer.apple.com/published/6bfe82fa338513b36059645f70a7baae/selection-and-input.svg → pending (?ms, ?B)
[2026-08-02T07:29:05.965Z] GET https://docs-assets.developer.apple.com/published/9d6c58bc552734e20b577da42f851727/presentation.svg → pending (?ms, ?B)
[2026-08-02T07:29:05.965Z] GET https://docs-assets.developer.apple.com/published/f6d4ee51abadcd1152fb16d669a41ff5/navigation-and-search.svg → pending (?ms, ?B)
[2026-08-02T07:29:05.965Z] GET https://docs-assets.developer.apple.com/published/75ce5d52e57519f2cb4ff43bf947e464/menus-and-actions.svg → pending (?ms, ?B)
[2026-08-02T07:29:05.965Z] GET https://docs-assets.developer.apple.com/published/9c9b21773f065997bd33e2258bcedc6e/layout-and-organization.svg → pending (?ms, ?B)
[2026-08-02T07:29:05.965Z] GET https://docs-assets.developer.apple.com/published/f8287e40b9153ea3bfc47855f3ed090e/content.svg → pending (?ms, ?B)
[2026-08-02T07:29:34.103Z] GET https://developer.apple.com/design/human-interface-guidelines/voiceover → pending (?ms, ?B)
[2026-08-02T07:29:35.331Z] GET https://www.apple.com/wss/fonts?families=SF+Pro,v3|SF+Mono,v1|SF+Pro+SC,v1|SF+Pro+JP,v1 → 200 (?ms, -1130B)
[2026-08-02T07:29:35.332Z] GET https://developer.apple.com/tutorials/js/chunk-vendors.a27f3017.js → 200 (?ms, -1103B)
[2026-08-02T07:29:35.332Z] GET https://developer.apple.com/tutorials/js/chunk-common.639dbf99.js → 200 (?ms, -1102B)
[2026-08-02T07:29:35.332Z] GET https://developer.apple.com/tutorials/js/index.10807d2f.js → 200 (1ms, -1101B)
[2026-08-02T07:29:35.333Z] GET https://developer.apple.com/tutorials/css/chunk-vendors.e84e4a47.css → 200 (?ms, -1088B)
[2026-08-02T07:29:35.333Z] GET https://developer.apple.com/tutorials/css/index.6a972d82.css → 200 (?ms, -1087B)
[2026-08-02T07:29:35.333Z] GET https://developer.apple.com/tutorials/js/analytics.js → 200 (1ms, -1091B)
